Número de candidatos votados - prefeito
Sigla;Código;Município;2004;2008;2012;2016;2020;
BA;2928109;Santa Maria da Vitória;3;4;4;4;4;
BA;2928208;Santana;3;2;2;3;2;
BA;2928307;Santanópolis;2;2;4;2;2;
BA;2928406;Santa Rita de Cássia;3;2;4;2;2;
BA;2928505;Santa Teresinha;3;3;;2;4;
BA;2928604;Santo Amaro;4;4;3;4;3;
BA;2928703;Santo Antônio de Jesus;3;3;4;5;7;
BA;2928802;Santo Estêvão;3;4;5;;3;
BA;2928901;São Desidério;2;2;2;2;2;
BA;2928950;São Domingos;2;3;2;2;2;
BA;2929008;São Félix;3;3;2;2;3;
BA;2929057;São Félix do Coribe;2;1;5;2;3;
BA;2929107;São Felipe;4;3;2;3;2;
BA;2929206;São Francisco do Conde;2;2;3;;2;
BA;2929255;São Gabriel;2;3;3;4;2;
BA;2929305;São Gonçalo dos Campos;4;6;5;6;4;
BA;2929354;São José da Vitória;3;4;2;3;2;
BA;2929370;São José do Jacuípe;2;2;3;3;3;
BA;2929404;São Miguel das Matas;2;4;3;3;4;
BA;2929503;São Sebastião do Passé;6;3;2;3;3;
BA;2929602;Sapeaçu;3;2;4;2;4;
BA;2929701;Sátiro Dias;2;3;2;2;3;
BA;2929750;Saubara;2;3;4;5;3;
BA;2929800;Saúde;4;3;3;3;3;
BA;2929909;Seabra;3;3;5;2;3;
BA;2930006;Sebastião Laranjeiras;2;3;2;2;2;
BA;2930105;Senhor do Bonfim;5;3;5;4;4;
BA;2930154;Serra do Ramalho;4;2;3;;4;
BA;2930204;Sento Sé;5;3;3;;1;
BA;2930303;Serra Dourada;3;2;2;2;2;
BA;2930402;Serra Preta;4;3;2;2;3;
BA;2930501;Serrinha;6;3;5;3;4;
BA;2930600;Serrolândia;4;2;3;;2;
BA;2930709;Simões Filho;;3;4;4;6;
BA;2930758;Sítio do Mato;3;2;5;;3;
BA;2930766;Sítio do Quinto;2;2;4;2;2;
BA;2930774;Sobradinho;2;3;;2;4;
BA;2930808;Souto Soares;2;2;2;2;2;
BA;2930907;Tabocas do Brejo Velho;2;3;2;2;2;
BA;2931004;Tanhaçu;2;2;3;2;4;
BA;2931053;Tanque Novo;2;3;2;2;2;
BA;2931103;Tanquinho;4;2;3;3;2;
BA;2931202;Taperoá;4;3;2;3;3;
BA;2931301;Tapiramutá;3;2;2;2;2;
BA;2931350;Teixeira de Freitas;4;4;5;;7;
BA;2931400;Teodoro Sampaio;4;4;3;3;2;
BA;2931509;Teofilândia;3;3;2;3;3;
BA;2931608;Teolândia;3;3;2;2;2;
BA;2931707;Terra Nova;3;5;2;2;4;
BA;2931806;Tremedal;2;2;2;3;4;
BA;2931905;Tucano;3;3;2;4;5;
BA;2932002;Uauá;4;4;2;;4;
BA;2932101;Ubaíra;;3;2;2;3;
BA;2932200;Ubaitaba;5;3;2;3;4;
BA;2932309;Ubatã;6;4;6;3;3;
BA;2932408;Uibaí;2;2;3;2;3;
BA;2932457;Umburanas;2;2;2;3;4;
BA;2932507;Una;4;2;;5;4;
BA;2932606;Urandi;2;2;2;3;3;
BA;2932705;Uruçuca;4;2;3;3;3;
BA;2932804;Utinga;3;4;5;3;3;
BA;2932903;Valença;4;4;3;5;6;
BA;2933000;Valente;3;2;3;3;4;
BA;2933059;Várzea da Roça;2;2;3;2;2;
BA;2933109;Várzea do Poço;3;2;2;3;2;
BA;2933158;Várzea Nova;2;3;3;2;2;
BA;2933174;Varzedo;2;3;3;2;2;
BA;2933208;Vera Cruz;7;3;;5;4;
BA;2933257;Vereda;3;3;3;2;2;
BA;2933307;Vitória da Conquista;3;3;5;7;7;
BA;2933406;Wagner;2;2;4;2;2;
BA;2933455;Wanderley;2;2;3;2;2;
BA;2933505;Wenceslau Guimarães;4;3;4;3;2;
BA;2933604;Xique-Xique;3;3;2;2;2;
BA;2999919;Trancoso;;;;;;
BA;2999929;Barcellos;;;;;;
BA;2999939;Olivença;;;;;;
BA;2999949;Villa Verde;;;;;;
CE;2300101;Abaiara;2;2;2;2;2;
CE;2300150;Acarapé;3;2;4;2;3;
CE;2300200;Acaraú;3;3;;;2;
CE;2300309;Acopiara;3;2;2;3;2;
CE;2300408;Aiuaba;2;2;2;2;2;
CE;2300507;Alcântaras;2;2;3;2;2;
CE;2300606;Altaneira;2;2;2;2;2;
CE;2300705;Alto Santo;3;2;2;2;2;
CE;2300754;Amontada;2;3;3;;4;
CE;2300804;Antonina do Norte;2;3;;2;5;
CE;2300903;Apuiarés;2;4;2;3;2;
CE;2301000;Aquiraz;2;2;;4;2;
CE;2301109;Aracati;3;3;3;;2;
CE;2301208;Aracoiaba;3;4;;3;3;
CE;2301257;Ararendá;2;2;2;2;2;
CE;2301307;Araripe;2;3;3;2;2;
CE;2301406;Aratuba;3;2;2;3;3;
CE;2301505;Arneiroz;3;2;2;2;3;
CE;2301604;Assaré;3;3;3;4;4;
CE;2301703;Aurora;4;2;;3;3;
CE;2301802;Baixio;2;4;;2;2;
CE;2301851;Banabuiú;2;3;;3;2;
CE;2301901;Barbalha;4;3;3;3;2;
CE;2301950;Barreira;3;5;2;2;2;
CE;2302008;Barro;;2;3;4;3;
CE;2302057;Barroquinha;2;1;3;2;2;
CE;2302107;Baturité;4;3;5;3;5;
CE;2302206;Beberibe;3;3;4;3;4;
CE;2302305;Bela Cruz;;5;5;2;4;
CE;2302404;Boa Viagem;3;3;;;3;
CE;2302503;Brejo Santo;2;2;2;2;3;
CE;2302602;Camocim;3;2;4;3;1;
CE;2302701;Campos Sales;3;2;4;;2;
CE;2302800;Canindé;5;5;;;5;
CE;2302909;Capistrano;3;2;2;2;3;
CE;2303006;Caridade;4;2;4;2;1;
CE;2303105;Cariré;2;3;2;2;3;
CE;2303204;Caririaçu;2;2;3;3;4;
CE;2303303;Cariús;2;2;2;4;2;
CE;2303402;Carnaubal;2;2;3;2;2;
CE;2303501;Cascavel;3;3;3;;3;
CE;2303600;Catarina;2;2;2;2;2;
CE;2303659;Catunda;2;2;2;2;3;
CE;2303709;Caucaia;4;3;;6;8;
CE;2303808;Cedro;3;2;2;2;4;
CE;2303907;Chaval;2;3;3;2;2;
CE;2303931;Choró;3;3;4;;3;
CE;2303956;Chorozinho;2;3;;2;2;
CE;2304004;Coreaú;3;2;2;3;2;
CE;2304103;Crateús;2;3;5;5;4;
CE;2304202;Crato;6;3;4;;4;
CE;2304236;Croatá;2;2;2;2;2;
CE;2304251;Cruz;3;2;2;2;3;
CE;2304269;Deputado Irapuan Pinheiro;2;2;2;2;2;
CE;2304277;Ererê;2;2;3;2;1;
CE;2304285;Eusébio;2;3;4;3;3;
CE;2304301;Farias Brito;2;3;3;2;2;
CE;2304350;Forquilha;3;2;2;2;2;
CE;2304400;Fortaleza;11;9;;8;10;
CE;2304459;Fortim;2;2;3;2;2;
CE;2304509;Frecheirinha;3;2;2;2;2;
CE;2304608;General Sampaio;3;2;;2;3;
CE;2304657;Graça;2;2;;2;2;
CE;2304707;Granja;2;3;;3;2;
CE;2304806;Granjeiro;2;3;2;2;2;
CE;2304905;Groaíras;3;4;3;2;4;
CE;2304954;Guaiúba;2;5;4;;4;
CE;2305001;Guaraciaba do Norte;3;2;4;2;3;
CE;2305100;Guaramiranga;2;3;2;3;1;
CE;2305209;Hidrolândia;2;2;3;2;2;
CE;2305233;Horizonte;2;4;2;4;5;
CE;2305266;Ibaretama;2;3;5;2;4;
CE;2305308;Ibiapina;4;3;3;2;2;
CE;2305332;Ibicuitinga;2;3;4;2;2;
CE;2305357;Icapuí;2;2;2;4;4;
CE;2305407;Icó;2;2;;3;4;
CE;2305506;Iguatu;;5;3;3;6;
CE;2305605;Independência;3;4;;;4;
CE;2305654;Ipaporanga;2;2;2;3;2;
CE;2305704;Ipaumirim;4;3;3;2;4;
CE;2305803;Ipu;3;2;6;3;4;
CE;2305902;Ipueiras;2;1;3;2;4;
CE;2306009;Iracema;2;2;2;2;2;
CE;2306108;Irauçuba;3;2;2;2;2;
CE;2306207;Itaiçaba;3;2;3;2;2;
CE;2306256;Itaitinga;3;3;3;;3;
CE;2306306;Itapagé;2;3;;4;4;
CE;2306405;Itapipoca;5;3;2;5;5;
CE;2306504;Itapiúna;3;5;2;3;3;
CE;2306553;Itarema;2;3;;3;4;
CE;2306603;Itatira;3;2;2;2;4;
CE;2306702;Jaguaretama;3;2;3;2;1;
CE;2306801;Jaguaribara;2;2;;;2;
CE;2306900;Jaguaribe;4;3;3;;4;
CE;2307007;Jaguaruana;3;2;3;2;2;
CE;2307106;Jardim;2;2;3;4;3;
CE;2307205;Jati;2;2;2;1;2;
CE;2307254;Jijoca de Jericoacoara;3;3;;5;4;
CE;2307304;Juazeiro do Norte;6;4;3;;4;
CE;2307403;Jucás;3;2;2;2;3;
CE;2307502;Lavras da Mangabeira;;3;3;4;2;
CE;2307601;Limoeiro do Norte;4;4;7;6;8;
CE;2307635;Madalena;2;2;2;3;1;
CE;2307650;Maracanaú;5;5;5;2;6;
CE;2307700;Maranguape;3;3;2;;5;
CE;2307809;Marco;2;2;3;2;3;
CE;2307908;Martinópole;3;3;4;4;1;
CE;2308005;Massapê;5;2;2;2;5;
CE;2308104;Mauriti;2;2;2;2;4;
CE;2308203;Meruoca;2;2;3;4;2;
CE;2308302;Milagres;2;3;2;2;3;
CE;2308351;Milhã;3;3;2;2;2;
CE;2308377;Miraíma;2;2;2;2;3;
CE;2308401;Missão Velha;3;2;3;2;1;
CE;2308500;Mombaça;2;3;;2;3;
CE;2308609;Monsenhor Tabosa;3;3;3;3;2;
CE;2308708;Morada Nova;3;4;3;2;5;
CE;2308807;Moraújo;;2;;2;2;
CE;2308906;Morrinhos;2;3;2;2;3;
CE;2309003;Mucambo;2;2;4;;2;
CE;2309102;Mulungu;4;2;;2;2;
CE;2309201;Nova Olinda;2;3;3;2;2;
CE;2309300;Nova Russas;3;3;7;;2;
CE;2309409;Novo Oriente;3;2;3;2;1;
CE;2309458;Ocara;2;3;3;2;3;
CE;2309508;Orós;2;2;3;2;2;
CE;2309607;Pacajus;4;5;;4;5;
CE;2309706;Pacatuba;3;3;;5;5;
CE;2309805;Pacoti;2;2;3;2;3;
CE;2309904;Pacujá;2;3;2;2;2;
CE;2310001;Palhano;3;1;4;2;3;
CE;2310100;Palmácia;4;3;;2;3;
CE;2310209;Paracuru;4;3;4;3;6;
CE;2310258;Paraipaba;2;3;3;3;3;
CE;2310298;Cococi;;;;;;
CE;2310308;Parambu;2;2;2;2;2;
CE;2310407;Paramoti;4;3;2;4;4;
CE;2310506;Pedra Branca;4;1;2;2;4;
CE;2310605;Penaforte;2;2;;2;2;
CE;2310704;Pentecoste;4;5;3;2;5;
CE;2310803;Pereiro;2;3;3;;2;
CE;2310852;Pindoretama;2;6;4;2;6;
CE;2310902;Piquet Carneiro;2;2;;2;3;
CE;2310951;Pires Ferreira;2;2;3;2;2;
CE;2311009;Poranga;2;2;2;2;3;
CE;2311108;Porteiras;2;2;2;2;2;
CE;2311207;Potengi;2;2;2;2;3;
CE;2311231;Potiretama;3;2;3;2;2;
CE;2311264;Quiterianópolis;2;2;3;;2;
CE;2311306;Quixadá;3;4;2;;5;
CE;2311355;Quixelô;2;2;;4;3;
CE;2311405;Quixeramobim;2;2;3;;4;
CE;2311504;Quixeré;2;2;3;;2;
CE;2311603;Redenção;;2;3;;2;
CE;2311702;Reriutaba;3;2;2;2;3;
CE;2311801;Russas;2;3;;3;3;
CE;2311900;Saboeiro;3;2;3;3;4;
CE;2311959;Salitre;2;2;2;;2;
CE;2312007;Santana do Acaraú;3;2;;3;3;
CE;2312106;Santana do Cariri;2;2;3;2;3;
CE;2312205;Santa Quitéria;3;3;4;4;2;
CE;2312304;São Benedito;3;2;3;2;3;
CE;2312403;São Gonçalo do Amarante;2;4;4;4;3;
CE;2312502;São João do Jaguaribe;2;2;3;2;2;
CE;2312601;São Luís do Curu;4;4;6;2;5;
CE;2312700;Senador Pompeu;2;2;3;;4;
CE;2312809;Senador Sá;2;3;3;2;3;
CE;2312908;Sobral;3;3;4;4;2;
CE;2313005;Solonópole;2;2;4;5;2;
CE;2313104;Tabuleiro do Norte;3;1;3;2;2;
CE;2313203;Tamboril;2;2;3;2;3;
CE;2313252;Tarrafas;2;2;4;2;3;
CE;2313302;Tauá;2;2;3;2;6;
CE;2313351;Tejuçuoca;2;2;;;2;
CE;2313401;Tianguá;3;2;2;4;3;
CE;2313500;Trairi;3;3;;3;3;
CE;2313559;Tururu;2;3;2;3;4;
CE;2313609;Ubajara;3;3;3;3;2;
CE;2313708;Umari;2;3;2;2;3;
CE;2313757;Umirim;3;2;3;3;2;
CE;2313807;Uruburetama;2;1;3;3;3;
CE;2313906;Uruoca;2;2;3;2;2;
CE;2313955;Varjota;2;2;2;2;2;
CE;2314003;Várzea Alegre;2;2;4;2;3;
CE;2314102;Viçosa do Ceará;2;2;2;3;4;
CE;2399919;Entre Rios;;;;;;
CE;2399929;Mecejana;;;;;;
CE;2399939;Vertentes;;;;;;
DF;5300108;Brasília;;;;;;
ES;3200102;Afonso Cláudio;3;4;2;3;7;
ES;3200136;Águia Branca;3;3;2;3;3;
ES;3200169;Água Doce do Norte;4;3;7;3;4;
ES;3200201;Alegre;2;2;;5;5;
ES;3200300;Alfredo Chaves;4;2;3;2;3;
ES;3200359;Alto Rio Novo;3;2;4;2;3;
ES;3200409;Anchieta;4;3;2;4;4;
ES;3200508;Apiacá;4;2;2;3;7;
ES;3200607;Aracruz;2;3;3;4;7;
ES;3200706;Atilio Vivacqua;3;3;4;3;3;
ES;3200805;Baixo Guandu;5;3;2;2;5;
ES;3200904;Barra de São Francisco;3;5;3;2;3;
ES;3201001;Boa Esperança;2;1;3;2;1;
ES;3201100;Bom Jesus do Norte;3;2;2;6;5;
ES;3201159;Brejetuba;2;2;2;3;3;
ES;3201209;Cachoeiro de Itapemirim;;4;2;8;11;
ES;3201308;Cariacica;3;4;6;4;14;
ES;3201407;Castelo;3;3;;;7;
ES;3201506;Colatina;4;4;2;;10;
ES;3201605;Conceição da Barra;4;4;3;6;;
ES;3201704;Conceição do Castelo;2;2;3;3;4;
ES;3201803;Divino de São Lourenço;4;2;4;2;3;
ES;3201902;Domingos Martins;3;3;3;2;6;
ES;3202009;Dores do Rio Preto;2;2;2;2;3;
ES;3202108;Ecoporanga;2;4;3;7;4;
ES;3202207;Fundão;2;3;4;;3;
ES;3202256;Governador Lindenberg;2;2;3;2;2;
ES;3202306;Guaçuí;2;1;3;2;3;
ES;3202405;Guarapari;;3;;;10;
ES;3202454;Ibatiba;2;2;3;4;3;
ES;3202504;Ibiraçu;2;2;2;2;4;
ES;3202553;Ibitirama;2;2;3;2;4;
ES;3202603;Iconha;2;2;2;3;2;
ES;3202652;Irupi;2;2;3;2;3;
ES;3202702;Itaguaçu;2;2;3;2;2;
ES;3202801;Itapemirim;;2;4;3;3;
ES;3202900;Itarana;3;2;3;2;4;
ES;3203007;Iúna;2;4;5;5;4;
ES;3203056;Jaguaré;4;3;3;4;4;
ES;3203106;Jerônimo Monteiro;2;3;2;3;2;
ES;3203130;João Neiva;2;2;2;;4;
ES;3203163;Laranja da Terra;2;3;4;2;3;
ES;3203205;Linhares;3;2;5;5;6;
ES;3203304;Mantenópolis;;2;2;2;2;
ES;3203320;Marataízes;6;3;4;4;3;
ES;3203346;Marechal Floriano;2;3;2;2;3;
ES;3203353;Marilândia;4;3;2;3;3;
ES;3203403;Mimoso do Sul;3;3;2;5;5;
ES;3203502;Montanha;3;4;2;3;3;
ES;3203601;Mucurici;2;1;3;2;3;
ES;3203700;Muniz Freire;2;2;5;3;2;
ES;3203809;Muqui;3;4;5;;3;
ES;3203908;Nova Venécia;3;6;2;3;6;
ES;3204005;Pancas;4;3;;3;5;
ES;3204054;Pedro Canário;2;5;5;;2;
ES;3204104;Pinheiros;3;3;3;2;5;
ES;3204203;Piúma;3;3;3;3;5;
ES;3204252;Ponto Belo;2;2;2;3;2;
ES;3204302;Presidente Kennedy;;2;3;3;4;
ES;3204351;Rio Bananal;4;2;2;3;4;
ES;3204401;Rio Novo do Sul;3;3;2;3;3;
ES;3204500;Santa Leopoldina;2;4;2;;2;
ES;3204559;Santa Maria de Jetibá;2;3;2;2;3;
ES;3204609;Santa Teresa;3;3;2;4;4;
ES;3204658;São Domingos do Norte;4;2;2;3;5;
ES;3204708;São Gabriel da Palha;5;2;3;4;7;
ES;3204807;São José do Calçado;4;2;4;4;3;
ES;3204906;São Mateus;5;2;3;3;10;
ES;3204955;São Roque do Canaã;2;2;2;2;3;
ES;3205002;Serra;5;2;;;8;
ES;3205010;Sooretama;3;2;3;4;3;
ES;3205036;Vargem Alta;3;1;3;4;6;
ES;3205069;Venda Nova do Imigrante;2;2;2;;5;
ES;3205101;Viana;4;3;2;3;6;
ES;3205150;Vila Pavão;4;2;2;3;3;
ES;3205176;Vila Valério;2;3;2;2;5;
ES;3205200;Vila Velha;4;5;5;6;10;
ES;3205309;Vitória;5;5;;5;13;
ES;3299919;Riacho;;;;;;
ES;3299929;Ponte do Itabapoana;;;;;;
GO;5200050;Abadia de Goiás;3;2;4;8;4;
GO;5200100;Abadiânia;3;2;5;3;4;
GO;5200134;Acreúna;2;3;3;5;4;
GO;5200159;Adelândia;2;2;2;2;5;
GO;5200175;Água Fria de Goiás;3;3;;3;3;
GO;5200209;Água Limpa;2;3;2;2;2;
GO;5200258;Águas Lindas de Goiás;7;6;5;;6;
GO;5200308;Alexânia;2;3;6;5;3;
GO;5200506;Aloândia;2;2;3;2;2;
GO;5200555;Alto Horizonte;2;1;2;3;5;
GO;5200605;Alto Paraíso de Goiás;4;2;2;3;4;
GO;5200803;Alvorada do Norte;;2;2;2;3;
GO;5200829;Amaralina;2;2;2;2;3;
GO;5200852;Americano do Brasil;3;2;2;2;2;
GO;5200902;Amorinópolis;2;2;2;3;2;
GO;5201108;Anápolis;7;7;5;7;8;
GO;5201207;Anhanguera;2;3;2;3;2;
GO;5201306;Anicuns;4;5;4;;5;
GO;5201405;Aparecida de Goiânia;4;3;6;3;2;
GO;5201454;Aparecida do Rio Doce;3;2;2;2;6;
GO;5201504;Aporé;3;2;3;3;5;
GO;5201603;Araçu;3;2;2;2;1;
GO;5201702;Aragarças;4;2;4;5;4;
GO;5201801;Aragoiânia;3;3;4;7;6;
GO;5202155;Araguapaz;2;2;3;2;3;
GO;5202353;Arenópolis;1;2;2;;2;
GO;5202502;Aruanã;4;2;3;2;4;
GO;5202601;Aurilândia;2;3;3;4;3;
GO;5202809;Avelinópolis;2;2;3;2;2;
GO;5203104;Baliza;3;2;3;3;2;
GO;5203203;Barro Alto;1;3;2;;2;
GO;5203302;Bela Vista de Goiás;6;3;4;3;3;
GO;5203401;Bom Jardim de Goiás;4;3;;3;3;
GO;5203500;Bom Jesus de Goiás;3;2;;2;3;
GO;5203559;Bonfinópolis;3;3;4;3;3;
GO;5203575;Bonópolis;2;2;2;2;3;
GO;5203609;Brazabrantes;2;3;4;2;3;
GO;5203807;Britânia;3;3;;2;2;
GO;5203906;Buriti Alegre;3;2;2;2;5;
GO;5203939;Buriti de Goiás;2;2;3;2;3;
GO;5203962;Buritinópolis;2;1;3;3;3;
GO;5204003;Cabeceiras;4;2;3;3;2;
GO;5204102;Cachoeira Alta;2;3;3;2;4;
GO;5204201;Cachoeira de Goiás;2;2;2;2;2;
GO;5204250;Cachoeira Dourada;4;2;3;;6;
GO;5204300;Caçu;4;3;2;3;4;
GO;5204409;Caiapônia;2;2;2;2;7;
GO;5204508;Caldas Novas;3;2;4;3;3;
GO;5204557;Caldazinha;2;2;4;2;3;
GO;5204607;Campestre de Goiás;3;2;2;4;2;
GO;5204656;Campinaçu;2;;4;2;3;
GO;5204706;Campinorte;2;2;;4;4;
GO;5204805;Campo Alegre de Goiás;3;2;2;2;2;
GO;5204854;Campo Limpo de Goiás;3;2;3;2;3;
GO;5204904;Campos Belos;3;2;3;3;5;
GO;5204953;Campos Verdes;4;3;3;2;3;
GO;5205000;Carmo do Rio Verde;1;2;3;2;2;
GO;5205059;Castelândia;3;2;3;2;2;
GO;5205109;Catalão;2;4;3;3;5;
GO;5205208;Caturaí;3;2;2;2;4;
GO;5205307;Cavalcante;2;6;2;3;8;
GO;5205406;Ceres;2;2;3;2;2;
GO;5205455;Cezarina;3;2;4;;4;
GO;5205471;Chapadão do Céu;2;4;2;2;2;
GO;5205497;Cidade Ocidental;3;4;2;4;4;
GO;5205513;Cocalzinho de Goiás;3;2;;3;6;
GO;5205521;Colinas do Sul;2;2;3;2;3;
GO;5205703;Córrego do Ouro;2;2;2;2;2;
GO;5205802;Corumbá de Goiás;3;3;;2;4;
GO;5205901;Corumbaíba;3;3;2;2;2;
GO;5206206;Cristalina;3;2;5;;6;
GO;5206305;Cristianópolis;3;2;2;2;3;
GO;5206404;Crixás;3;3;5;4;4;
GO;5206503;Cromínia;3;1;3;3;2;
GO;5206602;Cumari;2;3;2;2;2;
GO;5206701;Damianópolis;2;2;2;2;2;
GO;5206800;Damolândia;2;2;2;2;2;
GO;5206909;Davinópolis;2;2;2;2;1;
GO;5207105;Diorama;2;2;3;2;3;
GO;5207253;Doverlândia;2;2;;3;3;
GO;5207352;Edealina;2;2;2;2;2;
GO;5207402;Edéia;2;2;1;2;3;
GO;5207501;Estrela do Norte;2;2;2;3;2;
GO;5207535;Faina;3;4;3;3;2;
GO;5207600;Fazenda Nova;2;3;3;3;3;
GO;5207808;Firminópolis;3;3;2;3;3;
GO;5207907;Flores de Goiás;1;3;;5;3;
GO;5208004;Formosa;4;5;3;3;7;
GO;5208103;Formoso;2;4;2;2;2;
GO;5208152;Gameleira de Goiás;2;3;4;3;2;
GO;5208301;Divinópolis de Goiás;2;2;2;;3;
GO;5208400;Goianápolis;4;2;3;4;6;
GO;5208509;Goiandira;2;2;2;3;2;
GO;5208608;Goianésia;2;2;2;2;5;
GO;5208707;Goiânia;8;4;8;7;14;
GO;5208806;Goianira;6;2;3;;4;
GO;5208905;Goiás;5;5;3;6;6;
GO;5209101;Goiatuba;2;2;3;;5;
GO;5209150;Gouvelândia;2;3;2;3;2;
GO;5209200;Guapó;3;3;2;4;3;
GO;5209291;Guaraíta;2;2;2;3;2;
GO;5209408;Guarani de Goiás;3;3;2;2;2;
GO;5209457;Guarinos;2;2;3;2;2;
GO;5209606;Heitoraí;2;3;2;2;3;
GO;5209705;Hidrolândia;3;4;2;2;4;
GO;5209804;Hidrolina;2;3;2;2;3;
GO;5209903;Iaciara;4;2;3;2;3;
GO;5209937;Inaciolândia;1;2;2;3;2;
GO;5209952;Indiara;2;2;5;3;2;
GO;5210000;Inhumas;4;3;3;3;3;
GO;5210109;Ipameri;3;3;;3;4;
GO;5210158;Ipiranga de Goiás;2;2;2;2;2;
GO;5210208;Iporá;4;3;;;6;
GO;5210307;Israelândia;2;2;2;2;2;
GO;5210406;Itaberaí;2;2;3;3;4;
GO;5210562;Itaguari;3;2;3;3;3;
GO;5210604;Itaguaru;3;3;2;2;4;
GO;5210802;Itajá;2;2;2;3;2;
GO;5210901;Itapaci;3;4;4;2;4;
GO;5211008;Itapirapuã;3;2;3;2;2;
GO;5211206;Itapuranga;4;4;4;4;4;
GO;5211305;Itarumã;2;3;2;2;3;
GO;5211404;Itauçu;2;3;4;2;3;
GO;5211503;Itumbiara;4;2;3;3;4;
GO;5211602;Ivolândia;5;2;3;2;2;
GO;5211701;Jandaia;2;2;3;3;2;
GO;5211800;Jaraguá;2;2;2;4;4;
GO;5211909;Jataí;3;3;2;3;5;
GO;5212006;Jaupaci;2;2;2;2;2;
GO;5212055;Jesúpolis;2;2;2;2;4;
GO;5212105;Joviânia;2;2;3;2;4;
GO;5212204;Jussara;3;2;3;3;3;
GO;5212253;Lagoa Santa;2;1;2;2;4;
GO;5212303;Leopoldo de Bulhões;3;3;2;2;2;
GO;5212501;Luziânia;3;2;5;3;;
GO;5212600;Mairipotaba;2;2;3;2;1;
GO;5212709;Mambaí;2;2;2;2;3;
GO;5212808;Mara Rosa;2;4;3;2;3;
GO;5212907;Marzagão;2;2;2;2;2;
GO;5212956;Matrinchã;2;3;3;3;3;
GO;5213004;Maurilândia;3;2;3;2;3;
GO;5213053;Mimoso de Goiás;3;3;3;6;3;
GO;5213087;Minaçu;5;3;;3;4;
GO;5213103;Mineiros;5;2;3;3;2;
GO;5213400;Moiporá;3;3;3;1;2;
GO;5213509;Monte Alegre de Goiás;3;2;2;2;3;
GO;5213707;Montes Claros de Goiás;3;2;3;2;3;
GO;5213756;Montividiu;3;3;3;2;4;
GO;5213772;Montividiu do Norte;2;2;2;2;4;
GO;5213806;Morrinhos;2;4;2;2;5;
GO;5213855;Morro Agudo de Goiás;2;2;3;2;2;
GO;5213905;Mossâmedes;3;2;2;2;2;
GO;5214002;Mozarlândia;4;2;3;2;5;
GO;5214051;Mundo Novo;2;2;3;3;3;
GO;5214101;Mutunópolis;2;2;3;1;2;
GO;5214408;Nazário;2;2;;4;5;
GO;5214507;Nerópolis;4;3;3;3;5;
GO;5214606;Niquelândia;3;4;;;4;
GO;5214705;Nova América;2;2;2;2;1;
GO;5214804;Nova Aurora;2;2;2;2;2;
GO;5214838;Nova Crixás;3;2;4;3;3;
GO;5214861;Nova Glória;4;2;2;2;3;
GO;5214879;Nova Iguaçu de Goiás;4;2;2;3;3;
GO;5214903;Nova Roma;2;2;3;2;4;
GO;5215009;Nova Veneza;3;2;4;3;2;
GO;5215207;Novo Brasil;3;2;2;2;3;
GO;5215231;Novo Gama;3;6;3;3;8;
GO;5215256;Novo Planalto;2;3;2;3;2;
GO;5215306;Orizona;3;3;2;3;4;
GO;5215405;Ouro Verde de Goiás;3;2;3;2;2;
GO;5215504;Ouvidor;2;2;2;2;4;
GO;5215603;Padre Bernardo;4;5;;2;5;
GO;5215652;Palestina de Goiás;;2;2;2;3;
GO;5215702;Palmeiras de Goiás;4;3;3;2;5;
GO;5215801;Palmelo;4;2;3;2;2;
GO;5215900;Palminópolis;3;2;2;3;3;
GO;5216007;Panamá;2;2;2;3;1;
GO;5216304;Paranaiguara;4;2;2;3;5;
GO;5216403;Paraúna;2;2;4;2;3;
GO;5216452;Perolândia;2;2;2;2;2;
GO;5216809;Petrolina de Goiás;4;2;2;;2;
GO;5216908;Pilar de Goiás;3;2;4;2;2;
GO;5217104;Piracanjuba;3;3;4;4;5;
GO;5217203;Piranhas;2;4;2;3;4;
GO;5217302;Pirenópolis;3;2;4;;4;
GO;5217401;Pires do Rio;3;2;5;2;6;
GO;5217609;Planaltina;3;6;4;7;5;
GO;5217708;Pontalina;3;2;2;3;4;
GO;5218003;Porangatu;3;3;4;3;4;
GO;5218052;Porteirão;2;4;;2;2;
GO;5218102;Portelândia;2;2;2;3;2;
GO;5218300;Posse;2;2;5;3;8;
GO;5218391;Professor Jamil;4;3;3;;5;
GO;5218508;Quirinópolis;4;3;4;2;5;
GO;5218607;Rialma;5;2;4;2;2;
GO;5218706;Rianápolis;2;2;2;2;3;
GO;5218789;Rio Quente;4;2;3;2;3;
GO;5218805;Rio Verde;3;5;3;4;5;
GO;5218904;Rubiataba;2;3;2;3;3;
GO;5219001;Sanclerlândia;2;2;3;2;4;
GO;5219100;Santa Bárbara de Goiás;2;3;2;4;;
GO;5219209;Santa Cruz de Goiás;2;2;3;2;2;
GO;5219258;Santa Fé de Goiás;6;2;3;2;2;
GO;5219308;Santa Helena de Goiás;2;2;4;3;2;
GO;5219357;Santa Isabel;2;2;2;2;2;
GO;5219407;Santa Rita do Araguaia;1;3;6;2;3;
GO;5219456;Santa Rita do Novo Destino;3;2;4;3;2;
GO;5219506;Santa Rosa de Goiás;2;2;3;3;2;
GO;5219605;Santa Tereza de Goiás;2;2;3;2;2;
GO;5219704;Santa Terezinha de Goiás;3;2;2;2;2;
